dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1491462000,2017-04-06 07:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,285.15,282.75,283.15,287.15,1022,,,58,1.54,0,,,,,1,800,Clear,sky is clear,01n
1491465600,2017-04-06 08:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,284.08,281.31,281.15,286.15,1022,,,62,2.06,310,,,,,1,800,Clear,sky is clear,01n
1491469200,2017-04-06 09:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,283.54,280.67,279.85,286.15,1022,,,62,2.06,0,,,,,1,800,Clear,sky is clear,01n
1491472800,2017-04-06 10:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,282.61,279.78,279.959,285.35,1022,,,67,2.06,310,,,,,1,800,Clear,sky is clear,01n
1491476400,2017-04-06 11:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,282.03,279.77,280.071,284.25,1022,,,76,1.59,310,,,,,1,800,Clear,sky is clear,01n
1491480000,2017-04-06 12:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,282.4,279.74,280.187,284.15,1023,,,73,2.1,290,,,,,1,800,Clear,sky is clear,01n
1491483600,2017-04-06 13:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,282.7,280.24,280.913,284.15,1024,,,76,2.06,0,,,,,1,800,Clear,sky is clear,01d
1491487200,2017-04-06 14:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,286.55,284.5,285.516,287.15,1025,,,67,2.06,0,,,,,1,800,Clear,sky is clear,01d
1491490800,2017-04-06 15:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,290.73,289.32,289.85,292.15,1026,,,52,1.22,186,,,,,1,800,Clear,sky is clear,01d
1491494400,2017-04-06 16:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.8,291.77,293.15,294.579,1026,,,38,1.54,0,,,,,1,800,Clear,sky is clear,01d
1491498000,2017-04-06 17:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295.25,293.06,295.059,295.645,1026,,,33,1.54,0,,,,,1,800,Clear,sky is clear,01d
1491501600,2017-04-06 18:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,296.21,293.43,295.604,296.45,1025,,,29,2.1,0,,,,,1,800,Clear,sky is clear,01d
1491505200,2017-04-06 19:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,296.82,294.4,295.96,297.55,1024,,,27,1.45,155,,,,,1,800,Clear,sky is clear,01d
1491508800,2017-04-06 20:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.73,295.13,296.15,299.15,1023,,,28,2.06,0,,,,,1,800,Clear,sky is clear,01d
1491512400,2017-04-06 21:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.56,295.3,296.15,299.15,1023,,,28,1.54,0,,,,,1,800,Clear,sky is clear,01d
1491516000,2017-04-06 22:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.43,295.25,296.414,298.15,1022,,,29,1.54,0,,,,,1,800,Clear,sky is clear,01d
1491519600,2017-04-06 23:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,296.37,293.64,295.898,297.15,1022,,,29,2.06,120,,,,,1,800,Clear,sky is clear,01d
1491523200,2017-04-07 00:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295.74,292.28,294.901,296.15,1021,,,30,3.1,120,,,,,1,800,Clear,sky is clear,01d
1491526800,2017-04-07 01:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.27,290.6,291.15,295.15,1021,,,31,1.54,110,,,,,1,800,Clear,sky is clear,01n
1491530400,2017-04-07 02:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,291.08,288.91,287.55,292.55,1022,,,43,1.54,110,,,,,1,800,Clear,sky is clear,01n
1491534000,2017-04-07 03:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,289.05,286.55,287.05,290.15,1023,,,52,2.27,131,,,,,1,800,Clear,sky is clear,01n
1491537600,2017-04-07 04:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,288.16,285.68,285.15,290.15,1023,,,55,2.24,138,,,,,1,800,Clear,sky is clear,01n
1491541200,2017-04-07 05:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,287.17,284.76,284.15,289.15,1023,,,59,2.17,147,,,,,1,800,Clear,sky is clear,01n
1491544800,2017-04-07 06:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,286.67,284.89,286.15,287.609,1023,,,71,2.01,148,,,,,1,800,Clear,sky is clear,01n
1491548400,2017-04-07 07:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,285.87,283.96,284.15,286.983,1023,,,72,1.99,164,,,,,1,800,Clear,sky is clear,01n
1491552000,2017-04-07 08:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,285.33,282.95,282.55,286.15,1023,,,67,2.16,183,,,,,1,800,Clear,sky is clear,01n
1491555600,2017-04-07 09:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,284.28,281.75,281.15,286.15,1023,,,67,2.08,189,,,,,1,800,Clear,sky is clear,01n
1491559200,2017-04-07 10:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,283.54,280.86,281.15,285.15,1023,,,71,2.32,208,,,,,1,800,Clear,sky is clear,01n
1491562800,2017-04-07 11:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,282.86,280.4,281.15,284.25,1023,,,76,2.11,214,,,,,1,800,Clear,sky is clear,01n
1491566400,2017-04-07 12:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,283.52,281.17,280.15,285.15,1023,,,73,1.97,220,,,,,1,800,Clear,sky is clear,01n
1491570000,2017-04-07 13:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,284.28,281.76,282.15,286.15,1024,,,71,2.31,231,,,,,1,800,Clear,sky is clear,01d
1491573600,2017-04-07 14:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,288.13,286.05,287.15,289.15,1024,,,63,2.3,227,,,,,1,800,Clear,sky is clear,01d
1491577200,2017-04-07 15:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.65,290.67,292.15,293.511,1025,,,56,3.09,200,,,,,1,800,Clear,sky is clear,01d
1491580800,2017-04-07 16:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295.53,294.01,294.859,296.15,1025,,,44,2.06,200,,,,,1,800,Clear,sky is clear,01d
1491584400,2017-04-07 17:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,296.54,293.97,295.981,297.15,1024,,,38,3.09,0,,,,,1,800,Clear,sky is clear,01d
1491588000,2017-04-07 18:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.53,294.78,296.15,298.15,1023,,,34,3.1,0,,,,,1,800,Clear,sky is clear,01d
1491591600,2017-04-07 19:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.28,295.48,297.15,299.25,1023,,,32,3.09,0,,,,,1,800,Clear,sky is clear,01d
1491595200,2017-04-07 20:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.91,295.51,298.15,299.47,1022,,,32,4.12,160,,,,,1,800,Clear,sky is clear,01d
1491598800,2017-04-07 21:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.25,296.65,298.15,300.15,1021,,,32,3.09,160,,,,,1,800,Clear,sky is clear,01d
1491602400,2017-04-07 22:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.95,296.87,298.15,299.792,1020,,,34,2.57,0,,,,,1,800,Clear,sky is clear,01d
1491606000,2017-04-07 23:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.92,296.11,298.15,299.45,1019,,,34,3.6,170,,,,,1,800,Clear,sky is clear,01d
1491609600,2017-04-08 00:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.42,294.69,297.15,298.514,1019,,,38,3.6,160,,,,,1,800,Clear,sky is clear,01d
1491613200,2017-04-08 01:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295.55,294.66,294.15,296.817,1019,,,47,1.54,160,,,,,1,800,Clear,sky is clear,01n
1491616800,2017-04-08 02:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.08,292.36,292.15,295.811,1019,,,50,2.57,170,,,,,1,800,Clear,sky is clear,01n
1491620400,2017-04-08 03:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.75,289.19,291.15,294.15,1019,,,49,4.63,170,,,,,1,800,Clear,sky is clear,01n
1491624000,2017-04-08 04:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,291.53,289.91,290.95,292.15,1020,,,60,2.57,0,,,,,1,800,Clear,sky is clear,01n
1491627600,2017-04-08 05:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,290.12,288.75,289.15,291.15,1020,,,64,2.06,180,,,,,1,800,Clear,sky is clear,01n
1491631200,2017-04-08 06:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,289.57,288.22,288.15,290.35,1019,,,67,2.1,0,,,,,1,800,Clear,sky is clear,01n
1491634800,2017-04-08 07:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,288.52,287.87,287.15,290.006,1019,,,77,1.54,0,,,,,1,800,Clear,sky is clear,01n
1491638400,2017-04-08 08:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,287.77,286.91,285.95,289.611,1018,,,77,1.54,0,,,,,1,800,Clear,sky is clear,01n
1491642000,2017-04-08 09:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,286.97,283.97,285.15,289.027,1018,,,82,4.66,188,,,,,1,800,Clear,sky is clear,01n
1491645600,2017-04-08 10:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,286.63,285.73,284.85,288.15,1017,,,82,1.54,200,,,,,1,800,Clear,sky is clear,01n
1491649200,2017-04-08 11:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,286.48,283.47,285.15,288.251,1017,,,88,4.92,193,,,,,1,800,Clear,sky is clear,01n
1491652800,2017-04-08 12:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,286.29,285.72,285.15,288.166,1017,,,90,1.5,200,,,,,1,800,Clear,sky is clear,01n
1491656400,2017-04-08 13:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,287.6,287.29,287.05,288.687,1017,,,88,1.54,0,,,,,1,800,Clear,sky is clear,01d
1491660000,2017-04-08 14:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,290.4,289.55,289.15,291.15,1018,,,82,3.09,190,,,,,1,800,Clear,sky is clear,01d
1491663600,2017-04-08 15:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.05,292.78,293.15,295.327,1018,,,69,4.12,190,,,,,1,800,Clear,sky is clear,01d
1491667200,2017-04-08 16:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295.68,293.92,295.15,297.622,1018,,,69,5.66,210,,,,,75,803,Clouds,broken clouds,04d
1491670800,2017-04-08 17:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.29,295.73,296.15,299.241,1017,,,61,5.14,180,,,,,40,802,Clouds,scattered clouds,03d
1491674400,2017-04-08 18:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.97,297.31,297.15,300.15,1017,,,54,5.1,180,,,,,40,802,Clouds,scattered clouds,03d
1491678000,2017-04-08 19:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.07,298.93,298.15,300.619,1016,,,58,3.6,180,,,,,90,804,Clouds,overcast clouds,04d
1491681600,2017-04-08 20:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.68,297.9,298.15,300.762,1015,,,51,5.14,180,,,,,75,803,Clouds,broken clouds,04d
1491685200,2017-04-08 21:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.04,299.46,299.15,300.782,1014,,,51,3.6,180,,,,,75,803,Clouds,broken clouds,04d
1491688800,2017-04-08 22:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.72,298.31,298.15,300.35,1013,,,51,4.63,170,,,,,75,803,Clouds,broken clouds,04d
1491692400,2017-04-08 23:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.47,298.33,298.15,300.15,1013,,,51,4.12,160,,,,,40,802,Clouds,scattered clouds,03d
1491696000,2017-04-09 00:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.95,297.09,297.15,298.675,1013,,,55,3.6,170,,,,,40,802,Clouds,scattered clouds,03d
1491699600,2017-04-09 01:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,296.45,294.97,296.15,297.452,1013,,,65,5.14,150,,,,,1,800,Clear,sky is clear,01n
1491703200,2017-04-09 02:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295.17,294.31,294.15,296.26,1013,,,65,3.6,160,,,,,1,800,Clear,sky is clear,01n
1491706800,2017-04-09 03:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.92,293.69,293.15,294.25,1014,,,69,2.57,0,,,,,20,801,Clouds,few clouds,02n
1491710400,2017-04-09 04:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.99,291.31,292.15,294.15,1014,,,73,4.63,170,,,,,90,804,Clouds,overcast clouds,04n
1491714000,2017-04-09 05:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292,292.51,291.15,292.603,1014,,,83,2.06,0,,,,,75,803,Clouds,broken clouds,04n
1491717600,2017-04-09 06:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.54,291.8,291.15,293.15,1014,,,78,3.6,170,,,,,90,804,Clouds,overcast clouds,04n
1491721200,2017-04-09 07:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.02,292.18,291.15,292.55,1014,,,83,2.57,0,,,,,90,804,Clouds,overcast clouds,04n
1491724800,2017-04-09 08:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,291.96,291.37,291.15,292.55,1013,,,83,3.6,170,,,,,90,804,Clouds,overcast clouds,04n
1491728400,2017-04-09 09:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,291.9,291.29,291.15,292.55,1013,,,83,3.6,170,,,,,90,804,Clouds,overcast clouds,04n
1491732000,2017-04-09 10:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,291.63,291.27,290.95,292.55,1013,,,88,3.6,190,,,,,90,804,Clouds,overcast clouds,04n
1491735600,2017-04-09 11:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,291.08,291.23,290.15,292.15,1012,,,88,2.57,0,,,,,90,804,Clouds,overcast clouds,04n
1491739200,2017-04-09 12:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,291.49,291.36,290.15,292.15,1013,,,87,3.1,190,,,,,90,804,Clouds,overcast clouds,04n
1491742800,2017-04-09 13:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,291.84,292.28,291.15,292.15,1014,,,88,2.57,0,,,,,90,804,Clouds,overcast clouds,04d
1491746400,2017-04-09 14:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.61,293,292.15,293.75,1014,,,88,3.09,0,,,,,90,804,Clouds,overcast clouds,04d
1491750000,2017-04-09 15:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.92,294.1,293.15,296.214,1014,,,83,3.6,190,,,,,90,804,Clouds,overcast clouds,04d
1491753600,2017-04-09 16:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295.79,296.33,295.15,297.298,1014,,,78,3.6,180,,,,,90,804,Clouds,overcast clouds,04d
1491757200,2017-04-09 17:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.03,294.66,295.95,298.712,1013,,,73,7.83,187,,,,,90,804,Clouds,overcast clouds,04d
1491760800,2017-04-09 18:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.47,297.41,297.05,299.811,1013,,,68,4.1,170,,,,,90,804,Clouds,overcast clouds,04d
1491764400,2017-04-09 19:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.11,298.4,297.15,300.726,1013,,,69,4.12,200,,,,,90,804,Clouds,overcast clouds,04d
1491768000,2017-04-09 20:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.01,300.7,299.15,301.315,1012,,,62,3.6,170,,,,,90,804,Clouds,overcast clouds,04d
1491771600,2017-04-09 21:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.07,300.32,299.15,301.819,1011,,,58,3.6,190,,,,,90,804,Clouds,overcast clouds,04d
1491775200,2017-04-09 22:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.41,300.1,298.15,301.172,1011,,,61,3.09,170,,,,,90,804,Clouds,overcast clouds,04d
1491778800,2017-04-09 23:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.87,300.04,299.15,300.162,1011,,,58,3.6,160,,,,,20,801,Clouds,few clouds,02d
1491782400,2017-04-10 00:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.79,297.61,298.15,299.15,1011,,,59,5.1,150,,,,,98,804,Clouds,overcast clouds,04d
1491786000,2017-04-10 01:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.16,296.7,296.15,298.173,1011,,,69,4.63,140,,,,,1,800,Clear,sky is clear,01n
1491789600,2017-04-10 02:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,296.1,295.96,295.15,297.459,1012,,,73,4.1,160,,,,,75,803,Clouds,broken clouds,04n
1491793200,2017-04-10 03:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295,295.93,294.15,296.166,1014,,,78,2.57,0,,,,,90,804,Clouds,overcast clouds,04n
1491796800,2017-04-10 04:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.81,295.66,294.15,295.512,1014,,,78,2.57,0,,,,,90,804,Clouds,overcast clouds,04n
1491800400,2017-04-10 05:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.86,295.73,294.15,295.35,1014,,,78,2.57,170,,,,,90,804,Clouds,overcast clouds,04n
1491804000,2017-04-10 06:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.79,295.51,294.15,295.285,1014,,,81,3.1,0,,,,,90,804,Clouds,overcast clouds,04n
1491807600,2017-04-10 07:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.9,296.21,294.15,295.558,1014,,,83,2.57,0,,,,,90,804,Clouds,overcast clouds,04n
1491811200,2017-04-10 08:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.89,296.2,294.15,295.35,1013,,,83,2.57,0,,,,,90,804,Clouds,overcast clouds,04n
1491814800,2017-04-10 09:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.88,295.46,294.15,295.388,1013,,,83,3.6,170,,,,,90,804,Clouds,overcast clouds,04n
1491818400,2017-04-10 10:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.63,295.46,293.15,295.394,1013,,,83,3.09,0,,,,,90,804,Clouds,overcast clouds,04n
1491822000,2017-04-10 11:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.62,295.45,293.15,295.363,1014,,,83,3.09,150,,,,,90,804,Clouds,overcast clouds,04n
1491825600,2017-04-10 12:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.77,295.7,294.15,295.26,1014,,,86,3.4,164,,,,,90,804,Clouds,overcast clouds,04n
1491829200,2017-04-10 13:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.93,296.61,294.15,295.35,1015,,,83,2.06,180,,,,,90,804,Clouds,overcast clouds,04d
1491832800,2017-04-10 14:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295.34,297.64,294.942,295.95,1016,,,88,2.06,170,,,,,90,804,Clouds,overcast clouds,04d
1491836400,2017-04-10 15:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,296.26,299.46,295.95,297.199,1016,,,89,1.54,0,,,,,90,804,Clouds,overcast clouds,04d
1491840000,2017-04-10 16:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,296.54,299.59,295.95,297.996,1017,,,90,2.1,0,0.2,,,,90,501,Rain,moderate rain,10d
1491840000,2017-04-10 16:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,296.54,299.59,295.95,297.996,1017,,,90,2.1,0,0.2,,,,90,701,Mist,mist,50d
1491843600,2017-04-10 17:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.38,299.4,295.95,298.672,1017,,,93,4.62,187,1.2,,,,90,501,Rain,moderate rain,10d
1491843600,2017-04-10 17:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.38,299.4,295.95,298.672,1017,,,93,4.62,187,1.2,,,,90,701,Mist,mist,50d
1491847200,2017-04-10 18:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.36,301.56,297.05,299.003,1017,,,93,1.5,0,,,,,90,804,Clouds,overcast clouds,04d
1491850800,2017-04-10 19:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.36,300.77,296.15,299.567,1016,,,89,2.06,0,,,,,90,804,Clouds,overcast clouds,04d
1491854400,2017-04-10 20:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.34,300.15,296.15,299.651,1016,,,79,3.6,130,,,,,75,803,Clouds,broken clouds,04d
1491858000,2017-04-10 21:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.32,301.26,298.15,300.38,1015,,,79,4.12,140,,,,,90,804,Clouds,overcast clouds,04d
1491861600,2017-04-10 22:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.16,300.83,298.15,300.249,1015,,,74,3.6,150,,,,,90,804,Clouds,overcast clouds,04d
1491865200,2017-04-10 23:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.35,301.47,298.15,300.651,1015,,,74,3.09,170,,,,,75,803,Clouds,broken clouds,04d
1491868800,2017-04-11 00:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.68,301.03,297.15,300.555,1015,,,76,2.6,150,,,,,40,802,Clouds,scattered clouds,03d
1491872400,2017-04-11 01:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.19,297.76,294.818,299.181,1015,,,83,5.14,150,,,,,90,500,Rain,light rain,10n
1491876000,2017-04-11 02:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,296.48,298.87,294.571,297.15,1015,,,83,2.06,0,,,,,40,802,Clouds,scattered clouds,03n
1491879600,2017-04-11 03:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295.7,297.54,293.773,296.45,1016,,,89,3.09,0,,,,,90,804,Clouds,overcast clouds,04n
1491883200,2017-04-11 04:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295.96,297.93,294.197,297.15,1017,,,89,3.09,0,,,,,90,804,Clouds,overcast clouds,04n
1491886800,2017-04-11 05:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295.59,296.49,294.026,296.15,1017,,,83,3.6,160,,,,,90,804,Clouds,overcast clouds,04n
1491890400,2017-04-11 06:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.95,296.52,294.087,295.368,1017,,,90,3.1,0,,,,,90,804,Clouds,overcast clouds,04n
1491894000,2017-04-11 07:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295.36,297.67,294.85,296.15,1018,,,88,2.06,180,,,,,90,804,Clouds,overcast clouds,04n
1491897600,2017-04-11 08:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.47,296.52,294.15,295.346,1018,,,94,2.57,160,0.5,,,,90,500,Rain,light rain,10n
1491897600,2017-04-11 08:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.47,296.52,294.15,295.346,1018,,,94,2.57,160,0.5,,,,90,701,Mist,mist,50n
1491901200,2017-04-11 09:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.31,297,293.365,295.375,1017,,,94,1.54,0,,0.5,,,90,500,Rain,light rain,10n
1491904800,2017-04-11 10:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.37,296.87,293.75,295.15,1017,,,100,2.57,160,,,,,90,804,Clouds,overcast clouds,04n
1491908400,2017-04-11 11:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.38,297.24,293.75,295.15,1017,,,100,2.06,140,,,,,90,804,Clouds,overcast clouds,04n
1491912000,2017-04-11 12:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.85,296.27,293.15,294.342,1018,,,93,1.5,0,,,,,90,804,Clouds,overcast clouds,04n
1491915600,2017-04-11 13:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.01,296.2,292.811,295.15,1019,,,94,2.06,120,,,,,90,804,Clouds,overcast clouds,04d
1491919200,2017-04-11 14:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.42,295.58,292.58,295.35,1020,,,88,3.09,110,0.3,,,,75,500,Rain,light rain,10d
1491922800,2017-04-11 15:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295.11,297.83,292.793,296.15,1020,,,94,2.06,130,,0.3,,,90,500,Rain,light rain,10d
1491926400,2017-04-11 16:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.64,297.43,292.94,295.35,1021,,,93,1.5,120,,,,,90,200,Thunderstorm,thunderstorm with light rain,11d
1491930000,2017-04-11 17:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.7,294.19,290.15,295.35,1022,,,93,2.1,0,0.2,,,,90,500,Rain,light rain,10d
1491930000,2017-04-11 17:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.7,294.19,290.15,295.35,1022,,,93,2.1,0,0.2,,,,90,701,Mist,mist,50d
1491933600,2017-04-11 18:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,291.19,292.26,290.15,294.061,1022,,,96,2.1,0,0.7,,,,90,500,Rain,light rain,10d
1491937200,2017-04-11 19:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,290.65,292.16,289.85,292.581,1021,,,100,1.54,0,1,,,,75,211,Thunderstorm,thunderstorm,11d
1491937200,2017-04-11 19:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,290.65,292.16,289.85,292.581,1021,,,100,1.54,0,1,,,,75,500,Rain,light rain,10d
1491940800,2017-04-11 20:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,290.93,292.31,290.15,291.944,1021,,,96,1.5,0,1.5,,,,90,201,Thunderstorm,thunderstorm with rain,11d
1491940800,2017-04-11 20:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,290.93,292.31,290.15,291.944,1021,,,96,1.5,0,1.5,,,,90,501,Rain,moderate rain,10d
1491940800,2017-04-11 20:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,290.93,292.31,290.15,291.944,1021,,,96,1.5,0,1.5,,,,90,701,Mist,mist,50d
1491944400,2017-04-11 21:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,290.86,290.64,290.15,293.253,1020,,,100,4.13,106,,,,,90,211,Thunderstorm,thunderstorm,11d
1491948000,2017-04-11 22:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,291.61,293.02,291.15,292.523,1020,,,88,1.06,95,,,,,75,803,Clouds,broken clouds,04d
