dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1489881600,2017-03-19 00:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.4,300.63,299.15,300.15,1022,,,56,1.5,200,,,,,1,800,Clear,sky is clear,01d
1489885200,2017-03-19 01:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.13,297.21,295.15,298.368,1023,,,57,2.16,139,,,,,20,801,Clouds,few clouds,02n
1489888800,2017-03-19 02:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,296.54,297.61,295.15,297.846,1023,,,65,1.54,160,,,,,40,802,Clouds,scattered clouds,03n
1489892400,2017-03-19 03:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295.35,295.98,294.693,296.15,1024,,,73,2.57,0,,,,,75,803,Clouds,broken clouds,04n
1489896000,2017-03-19 04:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295.16,295.72,294.15,296.15,1024,,,73,2.57,180,,,,,90,804,Clouds,overcast clouds,04n
1489899600,2017-03-19 05:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.83,294.33,293.15,294.25,1024,,,83,3.09,180,,,,,90,804,Clouds,overcast clouds,04n
1489903200,2017-03-19 06:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.19,294.12,292.15,294.15,1024,,,83,2.1,0,,,,,1,800,Clear,sky is clear,01n
1489906800,2017-03-19 07:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.07,293.04,291.15,292.55,1024,,,94,2.57,200,,,,,1,800,Clear,sky is clear,01n
1489910400,2017-03-19 08:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,291.86,293.03,291.15,292.15,1024,,,88,1.54,190,,,,,20,801,Clouds,few clouds,02n
1489914000,2017-03-19 09:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,291.31,292.68,291.15,291.622,1024,,,94,1.54,190,,,,,75,803,Clouds,broken clouds,04n
1489917600,2017-03-19 10:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,291.79,292.57,290.81,292.55,1023,,,88,2.06,0,,,,,90,804,Clouds,overcast clouds,04n
1489921200,2017-03-19 11:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,291.97,293.19,291.15,292.55,1024,,,88,1.54,0,,,,,90,804,Clouds,overcast clouds,04n
1489924800,2017-03-19 12:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.06,292.85,291.735,292.15,1024,,,87,2.1,0,,,,,90,804,Clouds,overcast clouds,04n
1489928400,2017-03-19 13:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.27,293.24,291.981,292.55,1024,,,88,2.06,0,,,,,90,804,Clouds,overcast clouds,04d
1489932000,2017-03-19 14:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.97,294.21,292.074,294.15,1025,,,83,1.54,200,,,,,90,804,Clouds,overcast clouds,04d
1489935600,2017-03-19 15:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.24,294.14,294.15,294.567,1025,,,78,3.6,200,,,,,90,804,Clouds,overcast clouds,04d
1489939200,2017-03-19 16:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295.51,295.84,294.85,296.385,1025,,,73,3.09,200,,,,,75,803,Clouds,broken clouds,04d
1489942800,2017-03-19 17:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,296.91,296.17,296.15,297.55,1025,,,65,4.33,197,,,,,40,802,Clouds,scattered clouds,03d
1489946400,2017-03-19 18:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.96,298.91,298.15,299.25,1024,,,56,3.1,0,,,,,20,801,Clouds,few clouds,02d
1489950000,2017-03-19 19:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.67,299.66,299.15,300.35,1024,,,54,3.09,190,,,,,1,800,Clear,sky is clear,01d
1489953600,2017-03-19 20:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.72,300.38,300.107,301.15,1023,,,51,3.6,190,,,,,1,800,Clear,sky is clear,01d
1489957200,2017-03-19 21:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.97,299.99,300.15,301.45,1022,,,48,4.12,190,,,,,1,800,Clear,sky is clear,01d
1489960800,2017-03-19 22:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,301.27,300.38,300.15,302.15,1021,,,45,3.6,190,,,,,1,800,Clear,sky is clear,01d
1489964400,2017-03-19 23:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.98,300.01,300.15,301.45,1021,,,48,4.12,190,,,,,1,800,Clear,sky is clear,01d
1489968000,2017-03-20 00:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.87,298.77,299.15,300.15,1021,,,50,4.1,190,,,,,1,800,Clear,sky is clear,01d
1489971600,2017-03-20 01:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,296.94,297.1,294.85,298.396,1021,,,54,1.54,0,,,,,1,800,Clear,sky is clear,01n
1489975200,2017-03-20 02:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295.6,296.33,294.15,297.649,1021,,,65,1.54,190,,,,,1,800,Clear,sky is clear,01n
1489978800,2017-03-20 03:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.58,293.96,291.15,295.35,1022,,,69,1.54,200,,,,,1,800,Clear,sky is clear,01n
1489982400,2017-03-20 04:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.21,294.04,293.15,295.35,1022,,,73,3.09,0,,,,,1,800,Clear,sky is clear,01n
1489986000,2017-03-20 05:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.81,294.13,293.15,294.85,1022,,,81,3.1,180,,,,,75,803,Clouds,broken clouds,04n
1489989600,2017-03-20 06:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.79,294.35,292.967,294.25,1022,,,84,3.1,0,,,,,90,804,Clouds,overcast clouds,04n
1489993200,2017-03-20 07:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.64,293.7,293.11,294.15,1022,,,83,3.6,180,,,,,90,804,Clouds,overcast clouds,04n
1489996800,2017-03-20 08:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.62,294.4,292.96,294.15,1021,,,83,2.57,0,,,,,90,804,Clouds,overcast clouds,04n
1490000400,2017-03-20 09:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.85,292.24,292.15,293.15,1021,,,83,4.12,200,,,,,90,804,Clouds,overcast clouds,04n
1490004000,2017-03-20 10:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.5,292.84,291.606,293.15,1020,,,83,2.57,0,,,,,90,804,Clouds,overcast clouds,04n
1490007600,2017-03-20 11:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,291.31,291.19,291.15,291.71,1020,,,88,3.09,0,,,,,40,802,Clouds,scattered clouds,03n
1490011200,2017-03-20 12:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,291.12,290.99,290.95,291.586,1020,,,89,3.1,0,,,,,40,802,Clouds,scattered clouds,03n
1490014800,2017-03-20 13:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,291.16,290.98,290.942,291.45,1021,,,88,3.09,200,,,,,90,804,Clouds,overcast clouds,04d
1490018400,2017-03-20 14:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,291.42,292.42,290.95,292.55,1022,,,88,1.54,0,,,,,20,801,Clouds,few clouds,02d
1490022000,2017-03-20 15:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.16,293.03,292.15,294.442,1022,,,83,3.6,210,,,,,40,802,Clouds,scattered clouds,03d
1490025600,2017-03-20 16:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295.91,296.03,295.15,296.45,1023,,,65,2.57,210,,,,,20,801,Clouds,few clouds,02d
1490029200,2017-03-20 17:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.39,296.95,297.15,297.761,1022,,,61,3.6,200,,,,,1,800,Clear,sky is clear,01d
1490032800,2017-03-20 18:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.96,298.56,298.15,299.291,1022,,,56,3.6,200,,,,,1,800,Clear,sky is clear,01d
1490036400,2017-03-20 19:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.09,299.17,299.15,301.15,1021,,,51,4.12,200,,,,,1,800,Clear,sky is clear,01d
1490040000,2017-03-20 20:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,301.24,301.08,300.15,302.15,1020,,,48,3.09,0,,,,,1,800,Clear,sky is clear,01d
1490043600,2017-03-20 21:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,301.92,300.89,301.15,302.55,1019,,,45,4.12,190,,,,,1,800,Clear,sky is clear,01d
1490047200,2017-03-20 22:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,301.79,300.43,301.15,302.15,1018,,,40,3.6,200,,,,,1,800,Clear,sky is clear,01d
1490050800,2017-03-20 23:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,301.86,299.8,301.15,302.15,1018,,,40,4.63,160,,,,,1,800,Clear,sky is clear,01d
1490054400,2017-03-21 00:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.29,298.61,300.15,300.706,1018,,,38,3.1,0,,,,,1,800,Clear,sky is clear,01d
1490058000,2017-03-21 01:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.26,295.61,294.85,299.15,1018,,,42,2.57,170,,,,,1,800,Clear,sky is clear,01n
1490061600,2017-03-21 02:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295.24,294.43,293.15,296.849,1018,,,53,2.06,0,,,,,1,800,Clear,sky is clear,01n
1490065200,2017-03-21 03:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.67,293.35,293.15,296.15,1019,,,53,2.57,160,,,,,1,800,Clear,sky is clear,01n
1490068800,2017-03-21 04:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.85,292.99,292.15,295.15,1019,,,57,2.06,180,,,,,1,800,Clear,sky is clear,01n
1490072400,2017-03-21 05:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.28,291.44,291.15,293.15,1019,,,68,2.57,0,,,,,1,800,Clear,sky is clear,01n
1490076000,2017-03-21 06:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,291.69,291.91,290.577,292.15,1019,,,81,2.1,0,,,,,1,800,Clear,sky is clear,01n
1490079600,2017-03-21 07:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,290.82,290.88,290.15,291.45,1019,,,88,2.57,0,,,,,1,800,Clear,sky is clear,01n
1490083200,2017-03-21 08:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,290.69,291.01,289.669,291.45,1018,,,93,2.6,0,,,,,20,801,Clouds,few clouds,02n
1490086800,2017-03-21 09:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,290.64,291.38,289.25,291.45,1018,,,94,2.06,0,,,,,90,804,Clouds,overcast clouds,04n
1490090400,2017-03-21 10:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,290.82,290.16,288.706,291.45,1018,,,88,3.6,200,,,,,90,804,Clouds,overcast clouds,04n
1490094000,2017-03-21 11:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,290.84,290.18,288.805,291.45,1018,,,88,3.6,190,,,,,75,803,Clouds,broken clouds,04n
1490097600,2017-03-21 12:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,290.78,289.97,288.806,291.15,1019,,,86,3.6,180,,,,,40,802,Clouds,scattered clouds,03n
1490101200,2017-03-21 13:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,290.85,290.2,288.998,291.45,1019,,,88,3.6,190,,,,,75,803,Clouds,broken clouds,04d
1490104800,2017-03-21 14:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,291.82,291.54,290.143,292.55,1020,,,83,3.09,190,,,,,75,803,Clouds,broken clouds,04d
1490108400,2017-03-21 15:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.82,292.31,292.15,293.75,1020,,,75,3.1,210,,,,,75,803,Clouds,broken clouds,04d
1490112000,2017-03-21 16:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295,294.25,293.75,296.15,1020,,,75,4.6,210,,,,,90,804,Clouds,overcast clouds,04d
1490115600,2017-03-21 17:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,296.91,296.68,296.15,297.55,1020,,,65,3.6,190,,,,,1,800,Clear,sky is clear,01d
1490119200,2017-03-21 18:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.9,298.13,298.15,299.25,1019,,,56,4.1,180,,,,,1,800,Clear,sky is clear,01d
1490122800,2017-03-21 19:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300,299.76,299.15,300.35,1019,,,54,3.6,200,,,,,1,800,Clear,sky is clear,01d
1490126400,2017-03-21 20:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.93,300.67,300.15,301.45,1018,,,51,3.6,160,,,,,1,800,Clear,sky is clear,01d
1490130000,2017-03-21 21:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,301.31,301.17,300.15,302.15,1017,,,48,3.09,170,,,,,1,800,Clear,sky is clear,01d
1490133600,2017-03-21 22:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,301.54,300.76,300.15,302.15,1016,,,48,4.12,160,,,,,1,800,Clear,sky is clear,01d
1490137200,2017-03-21 23:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.96,300.34,300.15,301.45,1016,,,48,3.6,180,,,,,1,800,Clear,sky is clear,01d
1490140800,2017-03-22 00:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.85,298.74,299.15,300.15,1016,,,50,4.1,160,,,,,1,800,Clear,sky is clear,01d
1490144400,2017-03-22 01:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.82,296.82,297.15,298.601,1016,,,54,3.6,150,,,,,1,800,Clear,sky is clear,01n
1490148000,2017-03-22 02:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,296.43,294.91,295.15,297.55,1016,,,57,4.12,160,,,,,1,800,Clear,sky is clear,01n
1490151600,2017-03-22 03:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.68,293.67,294.15,296.15,1017,,,61,3.09,0,,,,,1,800,Clear,sky is clear,01n
1490155200,2017-03-22 04:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.12,294.32,293.15,295.15,1018,,,69,2.06,180,,,,,1,800,Clear,sky is clear,01n
1490158800,2017-03-22 05:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.21,293.44,292.15,294.15,1018,,,78,2.57,180,,,,,1,800,Clear,sky is clear,01n
1490162400,2017-03-22 06:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.08,293.97,292.15,294.15,1018,,,83,2.1,0,,,,,90,804,Clouds,overcast clouds,04n
1490166000,2017-03-22 07:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.77,293.59,292.078,293.15,1018,,,88,2.57,200,,,,,90,804,Clouds,overcast clouds,04n
1490169600,2017-03-22 08:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.02,292.12,291.976,294.15,1018,,,83,4.63,200,,,,,90,804,Clouds,overcast clouds,04n
1490173200,2017-03-22 09:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.19,292.69,291.645,294.15,1018,,,78,3.6,190,,,,,90,804,Clouds,overcast clouds,04n
1490176800,2017-03-22 10:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.91,293.04,291.502,294.15,1017,,,83,3.09,200,,,,,90,804,Clouds,overcast clouds,04n
1490180400,2017-03-22 11:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.94,293.8,291.729,294.15,1017,,,83,2.06,0,,,,,90,804,Clouds,overcast clouds,04n
1490184000,2017-03-22 12:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.69,293.43,291.863,293.15,1018,,,83,2.1,0,,,,,90,804,Clouds,overcast clouds,04n
1490187600,2017-03-22 13:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.73,293.16,291.798,293.15,1019,,,83,2.57,0,,,,,90,804,Clouds,overcast clouds,04d
1490191200,2017-03-22 14:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.37,294.4,292.128,294.15,1020,,,83,2.06,0,,,,,90,804,Clouds,overcast clouds,04d
1490194800,2017-03-22 15:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.05,295.32,293.15,295.429,1021,,,78,1.54,0,,,,,75,803,Clouds,broken clouds,04d
1490198400,2017-03-22 16:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295.37,296.73,295.15,296.417,1021,,,73,1.54,0,,,,,90,804,Clouds,overcast clouds,04d
1490202000,2017-03-22 17:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.29,296.09,296.15,298.15,1021,,,61,4.63,160,,,,,20,801,Clouds,few clouds,02d
1490205600,2017-03-22 18:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.35,296.64,297.15,297.81,1021,,,62,4.1,190,,,,,90,804,Clouds,overcast clouds,04d
1490209200,2017-03-22 19:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.17,298.63,298.15,300.15,1020,,,54,3.6,180,,,,,40,802,Clouds,scattered clouds,03d
1490212800,2017-03-22 20:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.05,299.01,299.15,300.35,1019,,,54,4.76,165,,,,,40,802,Clouds,scattered clouds,03d
1490216400,2017-03-22 21:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.99,300.75,300.15,301.45,1018,,,51,3.6,160,,,,,40,802,Clouds,scattered clouds,03d
1490220000,2017-03-22 22:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.61,299.51,299.15,301.45,1018,,,48,4.12,170,,,,,40,802,Clouds,scattered clouds,03d
1490223600,2017-03-22 23:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.4,299.59,300.15,301.15,1017,,,51,4.12,150,,,,,1,800,Clear,sky is clear,01d
1490227200,2017-03-23 00:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.4,298.14,299.15,300.15,1017,,,50,4.1,150,,,,,1,800,Clear,sky is clear,01d
1490230800,2017-03-23 01:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,297.46,297.42,296.15,298.195,1018,,,54,2.06,160,,,,,1,800,Clear,sky is clear,01n
1490234400,2017-03-23 02:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,296.38,294.56,295.15,297.55,1018,,,54,4.12,160,,,,,1,800,Clear,sky is clear,01n
1490238000,2017-03-23 03:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.51,293.44,293.75,295.95,1019,,,61,3.1,0,,,,,1,800,Clear,sky is clear,01n
1490241600,2017-03-23 04:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.09,293.55,293.15,295.15,1019,,,69,3.09,170,,,,,1,800,Clear,sky is clear,01n
1490245200,2017-03-23 05:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.66,292.09,292.15,293.75,1019,,,75,3.1,160,,,,,20,801,Clouds,few clouds,02n
1490248800,2017-03-23 06:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.82,292.56,292.15,293.15,1019,,,83,3.6,180,,,,,90,804,Clouds,overcast clouds,04n
1490252400,2017-03-23 07:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.99,293.52,292.15,294.15,1019,,,83,2.57,0,,,,,75,803,Clouds,broken clouds,04n
1490256000,2017-03-23 08:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.51,293.22,291.99,293.75,1019,,,88,2.57,0,,,,,75,803,Clouds,broken clouds,04n
1490259600,2017-03-23 09:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.55,292.91,292.15,293.15,1018,,,88,3.09,0,,,,,75,803,Clouds,broken clouds,04n
1490263200,2017-03-23 10:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.39,293.41,291.392,293.15,1018,,,88,2.06,0,,,,,75,803,Clouds,broken clouds,04n
1490266800,2017-03-23 11:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,291.88,292.34,291.15,292.55,1018,,,88,2.57,0,,,,,75,803,Clouds,broken clouds,04n
1490270400,2017-03-23 12:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,291.8,290.19,291.15,292.15,1018,,,83,4.98,175,,,,,90,804,Clouds,overcast clouds,04n
1490274000,2017-03-23 13:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,291.86,291.59,291.15,292.55,1019,,,88,3.6,160,,,,,75,803,Clouds,broken clouds,04d
1490277600,2017-03-23 14:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.51,292.14,292.083,293.15,1019,,,88,4.12,180,,,,,90,804,Clouds,overcast clouds,04d
1490281200,2017-03-23 15:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.24,291.98,293.15,295.511,1019,,,78,6.69,190,,,,,75,803,Clouds,broken clouds,04d
1490284800,2017-03-23 16:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295.92,295.33,295.15,297.11,1019,,,69,4.12,180,,,,,20,801,Clouds,few clouds,02d
1490288400,2017-03-23 17:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.86,297.49,298.15,299.25,1019,,,54,4.63,180,,,,,1,800,Clear,sky is clear,01d
1490292000,2017-03-23 18:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,299.91,296.89,299.15,300.444,1018,,,46,6.2,190,,,,,1,800,Clear,sky is clear,01d
1490295600,2017-03-23 19:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,301.14,298.51,300.84,301.45,1017,,,40,5.14,180,,,,,1,800,Clear,sky is clear,01d
1490299200,2017-03-23 20:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,301.77,297.24,301.15,302.15,1016,,,35,7.2,160,,,,,35,802,Clouds,scattered clouds,03d
1490302800,2017-03-23 21:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,301.92,296.91,301.15,302.55,1015,,,31,7.2,150,,,,,1,800,Clear,sky is clear,01d
1490306400,2017-03-23 22:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,301.43,297.35,300.918,302.15,1014,,,25,4.63,170,,,,,35,802,Clouds,scattered clouds,03d
1490310000,2017-03-23 23:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,300.46,295.6,300.044,301.15,1014,,,32,6.69,160,,,,,1,800,Clear,sky is clear,01d
1490313600,2017-03-24 00:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,298.79,294.05,298.15,299.15,1014,,,30,5.7,170,,,,,1,800,Clear,sky is clear,01d
1490317200,2017-03-24 01:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,296.98,293.43,296.15,297.295,1014,,,38,4.63,160,,,,,1,800,Clear,sky is clear,01n
1490320800,2017-03-24 02:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295.83,293.84,295.15,296.156,1014,,,50,3.6,150,,,,,1,800,Clear,sky is clear,01n
1490324400,2017-03-24 03:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,294.18,291.52,293.15,295.15,1015,,,65,5.7,150,,,,,1,800,Clear,sky is clear,01n
1490328000,2017-03-24 04:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.81,292.42,293.15,294.25,1014,,,73,4.63,150,,,,,98,804,Clouds,overcast clouds,04n
1490331600,2017-03-24 05:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.77,292.77,293.15,294.25,1015,,,78,4.63,150,,,,,90,804,Clouds,overcast clouds,04n
1490335200,2017-03-24 06:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.38,292.83,293.15,294.15,1014,,,81,4.1,170,,,,,90,804,Clouds,overcast clouds,04n
1490338800,2017-03-24 07:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.44,292.35,293.15,294.15,1013,,,83,5.14,160,,,,,90,804,Clouds,overcast clouds,04n
1490342400,2017-03-24 08:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.54,290.97,292.15,293.426,1012,,,81,5.1,160,,,,,90,804,Clouds,overcast clouds,04n
1490346000,2017-03-24 09:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.54,291.9,292.15,293.15,1012,,,84,4.1,170,,,,,90,804,Clouds,overcast clouds,04n
1490349600,2017-03-24 10:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.9,291.59,292.15,293.572,1011,,,83,5.14,160,,,,,90,804,Clouds,overcast clouds,04n
1490353200,2017-03-24 11:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.13,293.35,292.15,294.15,1013,,,83,3.09,210,,,,,90,804,Clouds,overcast clouds,04n
1490356800,2017-03-24 12:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.19,294.12,293.082,293.805,1014,,,83,2.1,170,,,,,90,804,Clouds,overcast clouds,04n
1490360400,2017-03-24 13:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.47,294.54,293.15,294.232,1014,,,83,2.06,160,,,,,90,804,Clouds,overcast clouds,04d
1490364000,2017-03-24 14:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.23,294.59,293.15,294.351,1014,,,88,2.06,170,,,,,90,500,Rain,light rain,10d
1490364000,2017-03-24 14:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.23,294.59,293.15,294.351,1014,,,88,2.06,170,,,,,90,701,Mist,mist,50d
1490367600,2017-03-24 15:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.83,294.12,292.15,294.708,1015,,,94,2.57,170,0.5,0.5,,,90,500,Rain,light rain,10d
1490367600,2017-03-24 15:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,292.83,294.12,292.15,294.708,1015,,,94,2.57,170,0.5,0.5,,,90,701,Mist,mist,50d
1490371200,2017-03-24 16:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.7,294.54,292.15,295.805,1015,,,88,3.09,170,0.8,,,,90,500,Rain,light rain,10d
1490371200,2017-03-24 16:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,293.7,294.54,292.15,295.805,1015,,,88,3.09,170,0.8,,,,90,701,Mist,mist,50d
1490374800,2017-03-24 17:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295.12,298.15,294.15,296.15,1014,,,93,1.5,0,,,,,90,701,Mist,mist,50d
1490378400,2017-03-24 18:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,295.59,297.2,294.323,297.15,1014,,,87,3.1,200,,,,,40,802,Clouds,scattered clouds,03d
1490382000,2017-03-24 19:00:00 +0000 UTC,-18000,Custom location,30.2571,-97.746842,296.12,297.77,292.681,298.15,1013,,,81,2.6,0,0.5,,,,40,500,Rain,light rain,10d
