volume
5
5
2
6
4
4
3
2
1
1
2
2
1
1
1
2
2
2
7
3
6
4
4
17
20
22
24
29
18
16
18
17
26
21
29
25
28
17
29
26
33
41
40
47
37
44
38
38
37
31
40
35
28
33
51
40
35
37
46
57
48
62
62
78
54
57
63
53
74
49
44
54
54
28
41
24
27
32
22
27
31
28
19
23
35
13
17
16
17
19
10
8
6
10
12
6
5
5
8
4
2
2
1
4
2
1
2
1
3
4
4
2
3
9
6
7
18
7
31
18
22
30
39
23
29
38
27
19
40
22
22
22
28
44
42
50
48
61
48
44
64
64
42
48
51
39
45
45
50
49
52
55
58
52
80
61
79
62
79
57
54
46
57
56
57
58
50
47
35
23
30
21
23
26
33
27
20
29
27
14
14
9
13
16
16
16
8
12
6
7
3
12
13
8
8
4
5
5
3
4
1
1
2
5
2
2
2
20
12
12
11
8
11
12
10
11
19
23
16
23
22
30
25
29
36
33
42
50
43
39
45
48
51
35
55
47
70
38
40
44
44
42
43
58
28
32
44
45
48
33
45
43
37
49
56
27
36
20
31
39
33
18
18
26
29
27
25
30
21
28
25
31
16
15
12
22
11
19
9
19
8
11
9
6
12
8
6
12
6
3
5
1
2
4
2
1
1
2
2
1
2
3
2
5
14
9
14
9
14
14
17
10
23
16
33
27
29
20
38
32
24
39
41
46
30
41
30
43
48
30
40
32
24
30
28
26
39
37
30
30
27
31
30
40
47
37
41
42
55
41
36
29
27
31
27
16
27
27
18
23
22
7
16
7
7
11
11
6
8
4
3
5
4
2
3
4
4
2
1
1
1
1
1
1
1
2
3
3
5
3
11
7
14
15
13
11
21
20
22
26
27
21
31
28
20
12
20
26
29
25
25
24
39
46
50
25
37
41
35
32
39
45
21
32
35
32
52
41
36
50
54
57
70
72
55
58
46
54
51
48
58
35
24
36
34
24
26
20
22
19
20
19
25
19
12
9
11
6
6
10
3
4
10
2
3
3
1
1
1
1
2
2
1
3
1
2
1
3
3
5
6
4
9
15
13
14
26
15
22
20
24
29
18
28
32
29
10
13
18
24
38
24
38
47
35
26
45
38
36
39
26
37
40
49
34
56
46
45
28
34
42
41
74
81
77
55
47
49
45
48
66
51
29
45
28
28
21
32
19
20
22
17
18
15
15
12
10
10
13
9
8
3
7
5
2
1
2
3
1
2
3
2
1
1
1
1
2
1
2
3
4
5
8
5
3
15
14
18
26
32
21
21
25
21
23
15
17
21
29
28
28
34
35
42
43
55
45
62
45
53
43
41
40
43
38
45
51
43
39
41
47
50
44
49
50
41
49
56
61
63
59
60
49
52
54
46
50
32
39
38
41
22
34
25
33
14
21
18
15
12
12
16
18
6
5
5
11
4
4
2
3
1
4
1
3
4
2
3
2
6
1
2
3
7
7
9
9
10
19
17
25
17
23
25
19
24
18
23
26
26
31
32
30
38
43
45
64
45
36
49
48
38
49
40
28
67
45
44
54
47
42
42
70
46
52
54
52
49
68
70
69
66
59
40
39
40
50
33
23
39
31
31
34
28
18
18
25
21
22
20
17
18
26
22
19
16
17
9
10
9
9
13
10
11
8
4
4
9
4
5
1
1
2
3
2
1
3
4
1
1
2
7
7
5
14
10
8
8
8
9
19
26
18
24
18
33
29
32
38
56
43
38
37
41
53
65
58
55
48
57
57
51
